Day,Campaign Name,Age,Gender,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,28,1,71,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1646,3,5052,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,459,,1756,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,12,,52,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1282,5,3992,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,232,2,914,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,9,,8,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,389,1,1345,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,67,1,122,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,247,3,1999,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,21,,61,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,50,1,542,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,13,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,528,6,3310,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,173,3,1359,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1179,10,4734,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,325,2,1758,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,13,,30,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1655,13,5442,1,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,6,,170,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,396,3,1668,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,454,5,1349,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,73,,336,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,259,4,1037,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1622,8,5548,1,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,16,,23,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,3,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,210,2,1287,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,45,1,353,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,2,,2,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,467,8,2489,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,151,3,1461,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,12,,25,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1106,12,4056,2,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,277,4,1679,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1793,8,4744,1,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,23,,60,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,20,,44,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,2431,10,6052,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,317,2,986,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,8,,170,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,694,4,1489,1,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,94,,203,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,378,4,1592,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,137,,931,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,930,8,3533,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,11,,30,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,18,,19,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,424,3,1804,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,1,,9,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,8,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,221,3,1781,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,275,5,1318,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,50,2,1092,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1686,8,4285,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,10,,20,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,126,1,218,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,640,5,1384,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,466,5,1874,1,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,340,,946,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1856,5,4700,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,21,,75,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,5,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,20,,17,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,52,1,998,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,1,,0,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,340,,1321,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,153,2,911,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,8,,19,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1026,6,2860,1,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,343,6,1458,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,170,1,745,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,638,5,1944,1,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1978,17,4499,1,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,34,1,69,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,2694,15,5299,1,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,473,1,1191,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,22,1,75,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,1617,13,2921,2,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,257,3,478,1,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,3,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1167,9,3336,3,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,221,3,1286,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,43,,408,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,19,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,428,4,1578,1,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,137,1,608,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,18,,19,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,24,,26,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,332,5,1250,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,443,2,1008,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,21,,34,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,214,1,428,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,1209,5,1881,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,2217,10,4242,1,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,20,,57,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,571,4,1481,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1985,12,4266,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,326,4,1451,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,184,3,1516,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,33,1,271,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,2,,2,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,359,4,1748,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,138,2,1049,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,10,,13,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1040,7,3042,1,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,18,,27,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1917,6,4805,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,531,6,1466,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,20,,28,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1947,9,3659,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,371,2,785,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,30,1,48,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,1010,6,1821,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,162,1,294,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,298,3,1287,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,194,1,1087,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,34,,509,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,466,4,2063,1,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,131,3,1302,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,7,1,11,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1208,9,4129,1,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,4,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,11,,73,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,914,4,1597,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,449,1,1209,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2006,11,5772,1,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,165,1,351,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,3,,10,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,16,,32,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1854,10,3877,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,364,3,1135,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,21,,27,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,329,1,1339,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,5,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,48,1,238,1,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,3,,3,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,144,,897,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,19,,39,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1401,10,3575,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,304,3,1327,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,19,,37,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,16,,51,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2179,13,5196,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,128,,397,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,873,5,1510,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,658,2,2932,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,374,3,1050,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,8,,59,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,453,1,1185,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,2026,9,4170,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1467,6,5009,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,313,1,2325,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,49,1,574,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,3,,3,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,684,10,2410,1,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,154,3,700,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,17,,27,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2171,13,4880,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,310,2,1078,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,27,,82,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,443,5,1585,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,17,1,51,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,305,1,1010,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,21,,57,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,994,6,1847,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,149,,219,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1900,10,3900,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,6,,7,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,55,,524,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,16,,42,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,5,,10,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,368,2,1850,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,169,,268,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,35,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,656,7,2165,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,160,3,1129,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1579,13,4136,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,1000,2,1536,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,316,1,1127,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,21,,59,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2320,8,4720,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,498,,1581,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,24,,54,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,2040,6,3742,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,298,2,804,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Unknown,Unknown,1,,0,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,22,,34,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,15,,61,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,22,,50,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,,7,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,223,,1469,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,36,,96,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2138,14,5129,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,443,2,2002,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,115,2,740,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,2,,12,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1117,5,3763,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,273,1,1018,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,137,1,255,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,605,6,2163,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,19,,13,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1981,5,3644,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,468,2,1656,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,26,,49,,,,,,,,
2025-09-30,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,932,3,1617,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,20,,59,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,145,1,1069,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,603,4,2796,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,3,,2,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,55,1,410,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,315,1,1857,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,2,,9,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1379,14,3723,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,21,,79,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,371,6,1538,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,15,,19,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,18-24,Female,148,,380,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,614,5,1852,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,2215,16,4431,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,1761,15,3333,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,450,3,1083,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,18-24,Unknown,12,1,9,,,,,,,,
2025-10-01,媒体ALL_性別男性_リード獲得 - コピー,18-24,Male,856,7,1218,,,,,,,,
2025-10-02,媒体ALL_性別男性_リード獲得 - コピー,65+,Unknown,3,1,14,,,,,,,,
2025-10-02,媒体ALL_性別男性_リード獲得 - コピー,65+,Male,293,5,1188,,,,,,,,
2025-10-02,媒体ALL_性別男性_リード獲得 - コピー,65+,Female,52,,240,,,,,,,,
2025-10-02,媒体ALL_性別男性_リード獲得 - コピー,55-64,Unknown,4,,15,,,,,,,,
2025-10-02,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,544,3,2398,,,,,,,,
2025-10-02,媒体ALL_性別男性_リード獲得 - コピー,55-64,Female,141,2,1312,,,,,,,,
